     n         h                l                k               nl               nk
   877  -0.47839377E+01   0.15256285E-02  -0.24876770E-02   0.13379762E+01  -0.21816927E+01
   878  -0.47855524E+01   0.15246296E-02  -0.24857074E-02   0.13386248E+01  -0.21824511E+01
   879  -0.47871648E+01   0.15236322E-02  -0.24837410E-02   0.13392727E+01  -0.21832083E+01
   880  -0.47887750E+01   0.15226362E-02  -0.24817778E-02   0.13399199E+01  -0.21839645E+01
   881  -0.47903830E+01   0.15216416E-02  -0.24798178E-02   0.13405662E+01  -0.21847195E+01
   882  -0.47919887E+01   0.15206485E-02  -0.24778610E-02   0.13412120E+01  -0.21854734E+01
   883  -0.47935923E+01   0.15196568E-02  -0.24759074E-02   0.13418570E+01  -0.21862262E+01
   884  -0.47951935E+01   0.15186665E-02  -0.24739570E-02   0.13425012E+01  -0.21869780E+01
   885  -0.47967926E+01   0.15176776E-02  -0.24720097E-02   0.13431447E+01  -0.21877286E+01
   886  -0.47983895E+01   0.15166902E-02  -0.24700656E-02   0.13437875E+01  -0.21884781E+01
   887  -0.47999841E+01   0.15157041E-02  -0.24681246E-02   0.13444295E+01  -0.21892265E+01
   888  -0.48015766E+01   0.15147195E-02  -0.24661868E-02   0.13450709E+01  -0.21899739E+01
   889  -0.48031668E+01   0.15137363E-02  -0.24642520E-02   0.13457116E+01  -0.21907200E+01
   890  -0.48047549E+01   0.15127544E-02  -0.24623204E-02   0.13463514E+01  -0.21914652E+01
   891  -0.48063407E+01   0.15117740E-02  -0.24603920E-02   0.13469906E+01  -0.21922093E+01
   892  -0.48079244E+01   0.15107949E-02  -0.24584666E-02   0.13476291E+01  -0.21929522E+01
   893  -0.48095059E+01   0.15098172E-02  -0.24565443E-02   0.13482668E+01  -0.21936941E+01
   894  -0.48110852E+01   0.15088409E-02  -0.24546250E-02   0.13489038E+01  -0.21944348E+01
   895  -0.48126623E+01   0.15078660E-02  -0.24527089E-02   0.13495401E+01  -0.21951745E+01
   896  -0.48142372E+01   0.15068924E-02  -0.24507958E-02   0.13501756E+01  -0.21959130E+01
   897  -0.48158100E+01   0.15059202E-02  -0.24488858E-02   0.13508104E+01  -0.21966506E+01
   898  -0.48173806E+01   0.15049494E-02  -0.24469788E-02   0.13514446E+01  -0.21973870E+01
   899  -0.48189490E+01   0.15039799E-02  -0.24450749E-02   0.13520779E+01  -0.21981223E+01
   900  -0.48205153E+01   0.15030118E-02  -0.24431740E-02   0.13527106E+01  -0.21988566E+01
   901  -0.48220794E+01   0.15020450E-02  -0.24412761E-02   0.13533425E+01  -0.21995898E+01
   902  -0.48236414E+01   0.15010795E-02  -0.24393812E-02   0.13539737E+01  -0.22003218E+01
   903  -0.48252012E+01   0.15001154E-02  -0.24374893E-02   0.13546042E+01  -0.22010528E+01
   904  -0.48267589E+01   0.14991527E-02  -0.24356004E-02   0.13552340E+01  -0.22017828E+01
   905  -0.48283144E+01   0.14981912E-02  -0.24337146E-02   0.13558630E+01  -0.22025117E+01
   906  -0.48298678E+01   0.14972311E-02  -0.24318316E-02   0.13564914E+01  -0.22032394E+01
   907  -0.48314191E+01   0.14962724E-02  -0.24299517E-02   0.13571191E+01  -0.22039662E+01
   908  -0.48329682E+01   0.14953149E-02  -0.24280747E-02   0.13577459E+01  -0.22046918E+01
   909  -0.48345152E+01   0.14943587E-02  -0.24262007E-02   0.13583721E+01  -0.22054164E+01
   910  -0.48360601E+01   0.14934039E-02  -0.24243297E-02   0.13589975E+01  -0.22061400E+01
   911  -0.48376029E+01   0.14924504E-02  -0.24224615E-02   0.13596223E+01  -0.22068624E+01
   912  -0.48391435E+01   0.14914981E-02  -0.24205963E-02   0.13602463E+01  -0.22075838E+01
   913  -0.48406821E+01   0.14905472E-02  -0.24187340E-02   0.13608696E+01  -0.22083041E+01
   914  -0.48422185E+01   0.14895976E-02  -0.24168747E-02   0.13614922E+01  -0.22090235E+01
   915  -0.48437528E+01   0.14886492E-02  -0.24150182E-02   0.13621140E+01  -0.22097417E+01
   916  -0.48452850E+01   0.14877022E-02  -0.24131647E-02   0.13627352E+01  -0.22104589E+01
   917  -0.48468151E+01   0.14867564E-02  -0.24113140E-02   0.13633556E+01  -0.22111749E+01
   918  -0.48483432E+01   0.14858119E-02  -0.24094662E-02   0.13639753E+01  -0.22118900E+01
   919  -0.48498691E+01   0.14848687E-02  -0.24076213E-02   0.13645943E+01  -0.22126040E+01
   920  -0.48513930E+01   0.14839267E-02  -0.24057793E-02   0.13652126E+01  -0.22133170E+01
   921  -0.48529148E+01   0.14829860E-02  -0.24039401E-02   0.13658301E+01  -0.22140288E+01
   922  -0.48544344E+01   0.14820466E-02  -0.24021038E-02   0.13664470E+01  -0.22147397E+01
   923  -0.48559521E+01   0.14811085E-02  -0.24002703E-02   0.13670631E+01  -0.22154495E+01
   924  -0.48574676E+01   0.14801716E-02  -0.23984397E-02   0.13676786E+01  -0.22161583E+01
   925  -0.48589811E+01   0.14792359E-02  -0.23966119E-02   0.13682932E+01  -0.22168660E+01
   926  -0.48604925E+01   0.14783015E-02  -0.23947869E-02   0.13689072E+01  -0.22175727E+01
   927  -0.48620019E+01   0.14773684E-02  -0.23929647E-02   0.13695205E+01  -0.22182783E+01
   928  -0.48635092E+01   0.14764365E-02  -0.23911453E-02   0.13701331E+01  -0.22189828E+01
   929  -0.48650144E+01   0.14755058E-02  -0.23893287E-02   0.13707449E+01  -0.22196864E+01
   930  -0.48665176E+01   0.14745764E-02  -0.23875150E-02   0.13713561E+01  -0.22203890E+01
   931  -0.48680188E+01   0.14736482E-02  -0.23857040E-02   0.13719665E+01  -0.22210904E+01
   932  -0.48695179E+01   0.14727212E-02  -0.23838958E-02   0.13725762E+01  -0.22217909E+01
   933  -0.48710150E+01   0.14717955E-02  -0.23820903E-02   0.13731852E+01  -0.22224902E+01
   934  -0.48725100E+01   0.14708710E-02  -0.23802876E-02   0.13737935E+01  -0.22231886E+01
   935  -0.48740030E+01   0.14699477E-02  -0.23784877E-02   0.13744011E+01  -0.22238860E+01
   936  -0.48754940E+01   0.14690256E-02  -0.23766905E-02   0.13750080E+01  -0.22245823E+01
   937  -0.48769830E+01   0.14681047E-02  -0.23748961E-02   0.13756141E+01  -0.22252776E+01
   938  -0.48784699E+01   0.14671851E-02  -0.23731044E-02   0.13762196E+01  -0.22259719E+01
   939  -0.48799549E+01   0.14662666E-02  -0.23713154E-02   0.13768243E+01  -0.22266652E+01
   940  -0.48814378E+01   0.14653494E-02  -0.23695292E-02   0.13774284E+01  -0.22273574E+01
   941  -0.48829187E+01   0.14644333E-02  -0.23677457E-02   0.13780317E+01  -0.22280487E+01
   942  -0.48843976E+01   0.14635184E-02  -0.23659648E-02   0.13786343E+01  -0.22287388E+01
   943  -0.48858745E+01   0.14626048E-02  -0.23641867E-02   0.13792363E+01  -0.22294281E+01
   944  -0.48873494E+01   0.14616923E-02  -0.23624113E-02   0.13798375E+01  -0.22301163E+01
   945  -0.48888223E+01   0.14607810E-02  -0.23606385E-02   0.13804380E+01  -0.22308034E+01
   946  -0.48902932E+01   0.14598709E-02  -0.23588684E-02   0.13810379E+01  -0.22314895E+01
   947  -0.48917622E+01   0.14589620E-02  -0.23571010E-02   0.13816370E+01  -0.22321746E+01
   948  -0.48932291E+01   0.14580542E-02  -0.23553363E-02   0.13822354E+01  -0.22328588E+01
   949  -0.48946941E+01   0.14571476E-02  -0.23535742E-02   0.13828331E+01  -0.22335419E+01
   950  -0.48961571E+01   0.14562422E-02  -0.23518148E-02   0.13834301E+01  -0.22342241E+01
   951  -0.48976181E+01   0.14553380E-02  -0.23500580E-02   0.13840264E+01  -0.22349052E+01
   952  -0.48990772E+01   0.14544349E-02  -0.23483038E-02   0.13846220E+01  -0.22355852E+01
   953  -0.49005343E+01   0.14535330E-02  -0.23465523E-02   0.13852169E+01  -0.22362643E+01
   954  -0.49019894E+01   0.14526322E-02  -0.23448034E-02   0.13858111E+01  -0.22369424E+01
   955  -0.49034426E+01   0.14517326E-02  -0.23430571E-02   0.13864046E+01  -0.22376195E+01
   956  -0.49048938E+01   0.14508342E-02  -0.23413135E-02   0.13869975E+01  -0.22382957E+01
   957  -0.49063431E+01   0.14499369E-02  -0.23395724E-02   0.13875896E+01  -0.22389708E+01
   958  -0.49077904E+01   0.14490407E-02  -0.23378340E-02   0.13881810E+01  -0.22396450E+01
   959  -0.49092358E+01   0.14481457E-02  -0.23360981E-02   0.13887717E+01  -0.22403181E+01
   960  -0.49106792E+01   0.14472519E-02  -0.23343648E-02   0.13893618E+01  -0.22409902E+01
   961  -0.49121207E+01   0.14463591E-02  -0.23326341E-02   0.13899511E+01  -0.22416614E+01
   962  -0.49135603E+01   0.14454675E-02  -0.23309060E-02   0.13905397E+01  -0.22423316E+01
   963  -0.49149979E+01   0.14445771E-02  -0.23291804E-02   0.13911277E+01  -0.22430007E+01
   964  -0.49164336E+01   0.14436877E-02  -0.23274574E-02   0.13917149E+01  -0.22436689E+01
   965  -0.49178674E+01   0.14427995E-02  -0.23257369E-02   0.13923015E+01  -0.22443361E+01
   966  -0.49192993E+01   0.14419124E-02  -0.23240190E-02   0.13928874E+01  -0.22450024E+01
   967  -0.49207293E+01   0.14410265E-02  -0.23223037E-02   0.13934726E+01  -0.22456677E+01
   968  -0.49221573E+01   0.14401416E-02  -0.23205908E-02   0.13940571E+01  -0.22463319E+01
   969  -0.49235835E+01   0.14392579E-02  -0.23188805E-02   0.13946409E+01  -0.22469952E+01
   970  -0.49250077E+01   0.14383752E-02  -0.23171727E-02   0.13952239E+01  -0.22476575E+01
   971  -0.49264300E+01   0.14374937E-02  -0.23154675E-02   0.13958064E+01  -0.22483189E+01
   972  -0.49278505E+01   0.14366133E-02  -0.23137647E-02   0.13963881E+01  -0.22489793E+01
   973  -0.49292690E+01   0.14357340E-02  -0.23120645E-02   0.13969692E+01  -0.22496388E+01
   974  -0.49306857E+01   0.14348558E-02  -0.23103667E-02   0.13975495E+01  -0.22502972E+01
   975  -0.49321005E+01   0.14339787E-02  -0.23086715E-02   0.13981292E+01  -0.22509547E+01
   976  -0.49335133E+01   0.14331027E-02  -0.23069787E-02   0.13987082E+01  -0.22516112E+01
   977  -0.49349244E+01   0.14322278E-02  -0.23052884E-02   0.13992866E+01  -0.22522668E+01
   978  -0.49363335E+01   0.14313540E-02  -0.23036005E-02   0.13998642E+01  -0.22529213E+01
   979  -0.49377408E+01   0.14304812E-02  -0.23019152E-02   0.14004411E+01  -0.22535750E+01
   980  -0.49391461E+01   0.14296096E-02  -0.23002323E-02   0.14010174E+01  -0.22542277E+01
   981  -0.49405497E+01   0.14287390E-02  -0.22985518E-02   0.14015930E+01  -0.22548793E+01
   982  -0.49419513E+01   0.14278695E-02  -0.22968738E-02   0.14021678E+01  -0.22555301E+01
   983  -0.49433512E+01   0.14270011E-02  -0.22951983E-02   0.14027421E+01  -0.22561799E+01
   984  -0.49447491E+01   0.14261338E-02  -0.22935252E-02   0.14033157E+01  -0.22568288E+01
   985  -0.49461452E+01   0.14252675E-02  -0.22918545E-02   0.14038885E+01  -0.22574767E+01
   986  -0.49475395E+01   0.14244024E-02  -0.22901862E-02   0.14044608E+01  -0.22581236E+01
   987  -0.49489319E+01   0.14235382E-02  -0.22885204E-02   0.14050322E+01  -0.22587696E+01
   988  -0.49503225E+01   0.14226752E-02  -0.22868570E-02   0.14056031E+01  -0.22594147E+01
   989  -0.49517112E+01   0.14218132E-02  -0.22851960E-02   0.14061733E+01  -0.22600588E+01
   990  -0.49530981E+01   0.14209522E-02  -0.22835374E-02   0.14067427E+01  -0.22607020E+01
   991  -0.49544832E+01   0.14200924E-02  -0.22818811E-02   0.14073116E+01  -0.22613442E+01
   992  -0.49558664E+01   0.14192336E-02  -0.22802273E-02   0.14078797E+01  -0.22619855E+01
   993  -0.49572478E+01   0.14183758E-02  -0.22785759E-02   0.14084472E+01  -0.22626259E+01
   994  -0.49586274E+01   0.14175191E-02  -0.22769268E-02   0.14090140E+01  -0.22632652E+01
   995  -0.49600052E+01   0.14166634E-02  -0.22752802E-02   0.14095801E+01  -0.22639038E+01
   996  -0.49613812E+01   0.14158088E-02  -0.22736358E-02   0.14101456E+01  -0.22645413E+01
   997  -0.49627554E+01   0.14149552E-02  -0.22719939E-02   0.14107103E+01  -0.22651779E+01
   998  -0.49641277E+01   0.14141027E-02  -0.22703543E-02   0.14112745E+01  -0.22658136E+01
   999  -0.49654983E+01   0.14132512E-02  -0.22687171E-02   0.14118379E+01  -0.22664484E+01
  1000  -0.49668670E+01   0.14124007E-02  -0.22670822E-02   0.14124007E+01  -0.22670822E+01
  1001  -0.49682340E+01   0.14115513E-02  -0.22654496E-02   0.14129629E+01  -0.22677150E+01
  1002  -0.49695992E+01   0.14107029E-02  -0.22638194E-02   0.14135243E+01  -0.22683470E+01
  1003  -0.49709625E+01   0.14098555E-02  -0.22621915E-02   0.14140851E+01  -0.22689781E+01
  1004  -0.49723241E+01   0.14090092E-02  -0.22605660E-02   0.14146452E+01  -0.22696083E+01
  1005  -0.49736839E+01   0.14081639E-02  -0.22589427E-02   0.14152047E+01  -0.22702374E+01
  1006  -0.49750420E+01   0.14073196E-02  -0.22573218E-02   0.14157635E+01  -0.22708657E+01
  1007  -0.49763982E+01   0.14064763E-02  -0.22557032E-02   0.14163216E+01  -0.22714931E+01
  1008  -0.49777527E+01   0.14056340E-02  -0.22540869E-02   0.14168791E+01  -0.22721196E+01
  1009  -0.49791054E+01   0.14047928E-02  -0.22524729E-02   0.14174359E+01  -0.22727452E+01
  1010  -0.49804564E+01   0.14039526E-02  -0.22508611E-02   0.14179921E+01  -0.22733697E+01
  1011  -0.49818056E+01   0.14031134E-02  -0.22492517E-02   0.14185476E+01  -0.22739935E+01
  1012  -0.49831530E+01   0.14022752E-02  -0.22476446E-02   0.14191025E+01  -0.22746163E+01
  1013  -0.49844987E+01   0.14014380E-02  -0.22460397E-02   0.14196567E+01  -0.22752382E+01
  1014  -0.49858426E+01   0.14006018E-02  -0.22444371E-02   0.14202102E+01  -0.22758592E+01
  1015  -0.49871848E+01   0.13997666E-02  -0.22428368E-02   0.14207631E+01  -0.22764794E+01
  1016  -0.49885252E+01   0.13989324E-02  -0.22412387E-02   0.14213153E+01  -0.22770985E+01
  1017  -0.49898639E+01   0.13980992E-02  -0.22396429E-02   0.14218669E+01  -0.22777168E+01
  1018  -0.49912008E+01   0.13972670E-02  -0.22380493E-02   0.14224178E+01  -0.22783342E+01
  1019  -0.49925361E+01   0.13964358E-02  -0.22364580E-02   0.14229681E+01  -0.22789507E+01
  1020  -0.49938695E+01   0.13956056E-02  -0.22348689E-02   0.14235177E+01  -0.22795663E+01
  1021  -0.49952013E+01   0.13947764E-02  -0.22332821E-02   0.14240667E+01  -0.22801810E+01
  1022  -0.49965313E+01   0.13939482E-02  -0.22316975E-02   0.14246151E+01  -0.22807948E+01
  1023  -0.49978596E+01   0.13931209E-02  -0.22301151E-02   0.14251627E+01  -0.22814077E+01
  1024  -0.49991862E+01   0.13922947E-02  -0.22285349E-02   0.14257098E+01  -0.22820197E+01
  1025  -0.50005111E+01   0.13914694E-02  -0.22269570E-02   0.14262561E+01  -0.22826309E+01
  1026  -0.50018343E+01   0.13906451E-02  -0.22253812E-02   0.14268019E+01  -0.22832411E+01
  1027  -0.50031557E+01   0.13898218E-02  -0.22238077E-02   0.14273470E+01  -0.22838505E+01
  1028  -0.50044755E+01   0.13889995E-02  -0.22222364E-02   0.14278915E+01  -0.22844590E+01
  1029  -0.50057935E+01   0.13881781E-02  -0.22206672E-02   0.14284353E+01  -0.22850665E+01
  1030  -0.50071099E+01   0.13873577E-02  -0.22191003E-02   0.14289784E+01  -0.22856733E+01
  1031  -0.50084245E+01   0.13865383E-02  -0.22175355E-02   0.14295210E+01  -0.22862791E+01
  1032  -0.50097375E+01   0.13857198E-02  -0.22159730E-02   0.14300628E+01  -0.22868841E+01
  1033  -0.50110488E+01   0.13849023E-02  -0.22144126E-02   0.14306041E+01  -0.22874882E+01
  1034  -0.50123583E+01   0.13840858E-02  -0.22128543E-02   0.14311447E+01  -0.22880913E+01
  1035  -0.50136662E+01   0.13832702E-02  -0.22112983E-02   0.14316847E+01  -0.22886937E+01
  1036  -0.50149725E+01   0.13824556E-02  -0.22097444E-02   0.14322240E+01  -0.22892952E+01
  1037  -0.50162770E+01   0.13816420E-02  -0.22081927E-02   0.14327628E+01  -0.22898958E+01
  1038  -0.50175799E+01   0.13808293E-02  -0.22066431E-02   0.14333008E+01  -0.22904955E+01
  1039  -0.50188811E+01   0.13800175E-02  -0.22050956E-02   0.14338382E+01  -0.22910943E+01
  1040  -0.50201807E+01   0.13792068E-02  -0.22035503E-02   0.14343751E+01  -0.22916923E+01
  1041  -0.50214785E+01   0.13783969E-02  -0.22020072E-02   0.14349112E+01  -0.22922895E+01
  1042  -0.50227748E+01   0.13775880E-02  -0.22004662E-02   0.14354467E+01  -0.22928858E+01
  1043  -0.50240693E+01   0.13767801E-02  -0.21989273E-02   0.14359816E+01  -0.22934812E+01
  1044  -0.50253622E+01   0.13759731E-02  -0.21973905E-02   0.14365159E+01  -0.22940757E+01
  1045  -0.50266535E+01   0.13751670E-02  -0.21958559E-02   0.14370495E+01  -0.22946694E+01
  1046  -0.50279431E+01   0.13743619E-02  -0.21943233E-02   0.14375825E+01  -0.22952622E+01
  1047  -0.50292311E+01   0.13735578E-02  -0.21927929E-02   0.14381150E+01  -0.22958542E+01
  1048  -0.50305174E+01   0.13727545E-02  -0.21912646E-02   0.14386467E+01  -0.22964453E+01
  1049  -0.50318021E+01   0.13719522E-02  -0.21897384E-02   0.14391779E+01  -0.22970356E+01
  1050  -0.50330852E+01   0.13711509E-02  -0.21882142E-02   0.14397084E+01  -0.22976249E+01
  1051  -0.50343666E+01   0.13703504E-02  -0.21866922E-02   0.14402383E+01  -0.22982135E+01
  1052  -0.50356464E+01   0.13695509E-02  -0.21851723E-02   0.14407675E+01  -0.22988013E+01
  1053  -0.50369246E+01   0.13687524E-02  -0.21836544E-02   0.14412963E+01  -0.22993881E+01
  1054  -0.50382011E+01   0.13679547E-02  -0.21821386E-02   0.14418243E+01  -0.22999741E+01
  1055  -0.50394761E+01   0.13671580E-02  -0.21806249E-02   0.14423517E+01  -0.23005593E+01
  1056  -0.50407494E+01   0.13663622E-02  -0.21791133E-02   0.14428785E+01  -0.23011436E+01
  1057  -0.50420211E+01   0.13655673E-02  -0.21776037E-02   0.14434046E+01  -0.23017271E+01
  1058  -0.50432912E+01   0.13647733E-02  -0.21760962E-02   0.14439302E+01  -0.23023098E+01
  1059  -0.50445597E+01   0.13639803E-02  -0.21745908E-02   0.14444551E+01  -0.23028917E+01
  1060  -0.50458266E+01   0.13631882E-02  -0.21730874E-02   0.14449795E+01  -0.23034726E+01
  1061  -0.50470919E+01   0.13623970E-02  -0.21715860E-02   0.14455032E+01  -0.23040527E+01
  1062  -0.50483556E+01   0.13616067E-02  -0.21700867E-02   0.14460263E+01  -0.23046321E+01
  1063  -0.50496177E+01   0.13608173E-02  -0.21685894E-02   0.14465488E+01  -0.23052105E+01
  1064  -0.50508782E+01   0.13600288E-02  -0.21670942E-02   0.14470706E+01  -0.23057882E+01
  1065  -0.50521371E+01   0.13592412E-02  -0.21656010E-02   0.14475919E+01  -0.23063651E+01
  1066  -0.50533945E+01   0.13584545E-02  -0.21641098E-02   0.14481125E+01  -0.23069410E+01
  1067  -0.50546502E+01   0.13576688E-02  -0.21626206E-02   0.14486326E+01  -0.23075162E+01
  1068  -0.50559044E+01   0.13568839E-02  -0.21611335E-02   0.14491520E+01  -0.23080906E+01
  1069  -0.50571570E+01   0.13561000E-02  -0.21596484E-02   0.14496709E+01  -0.23086641E+01
  1070  -0.50584081E+01   0.13553169E-02  -0.21581652E-02   0.14501891E+01  -0.23092368E+01
  1071  -0.50596576E+01   0.13545347E-02  -0.21566841E-02   0.14507067E+01  -0.23098087E+01
  1072  -0.50609055E+01   0.13537535E-02  -0.21552050E-02   0.14512238E+01  -0.23103798E+01
  1073  -0.50621518E+01   0.13529731E-02  -0.21537279E-02   0.14517401E+01  -0.23109500E+01
  1074  -0.50633966E+01   0.13521936E-02  -0.21522528E-02   0.14522559E+01  -0.23115195E+01
  1075  -0.50646398E+01   0.13514150E-02  -0.21507796E-02   0.14527711E+01  -0.23120881E+01
  1076  -0.50658815E+01   0.13506373E-02  -0.21493085E-02   0.14532857E+01  -0.23126559E+01
  1077  -0.50671216E+01   0.13498605E-02  -0.21478393E-02   0.14537998E+01  -0.23132229E+01
  1078  -0.50683602E+01   0.13490846E-02  -0.21463721E-02   0.14543132E+01  -0.23137891E+01
  1079  -0.50695972E+01   0.13483095E-02  -0.21449068E-02   0.14548260E+01  -0.23143544E+01
  1080  -0.50708327E+01   0.13475353E-02  -0.21434436E-02   0.14553381E+01  -0.23149191E+01
  1081  -0.50720667E+01   0.13467621E-02  -0.21419823E-02   0.14558498E+01  -0.23154829E+01
  1082  -0.50732991E+01   0.13459897E-02  -0.21405229E-02   0.14563609E+01  -0.23160458E+01
  1083  -0.50745300E+01   0.13452181E-02  -0.21390655E-02   0.14568712E+01  -0.23166079E+01
  1084  -0.50757593E+01   0.13444475E-02  -0.21376101E-02   0.14573811E+01  -0.23171693E+01
  1085  -0.50769872E+01   0.13436777E-02  -0.21361566E-02   0.14578903E+01  -0.23177299E+01
  1086  -0.50782135E+01   0.13429088E-02  -0.21347050E-02   0.14583990E+01  -0.23182896E+01
